type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
tenement,37.6,1,3,3.51,12,condominium,no,no,748000
blockOfFlats,63,,8,6.7,4,condominium,yes,no,985000
blockOfFlats,55.98,1,8,11.11,9,condominium,yes,yes,811710
blockOfFlats,46.4,3,8,11.11,9,condominium,yes,yes,719200
blockOfFlats,37.39,,8,11.11,9,condominium,yes,yes,568328
blockOfFlats,64.06,2,8,11.11,9,condominium,yes,yes,922464
blockOfFlats,37.5,2,10,4.23,25,condominium,yes,yes,667000
blockOfFlats,46.9,2,11,4.5,30,condominium,yes,yes,795000
blockOfFlats,49,,10,4.48,19,condominium,no,yes,655000
apartmentBuilding,57,4,4,7.61,9,condominium,yes,yes,929000
tenement,90,3,3,0.63,113,condominium,no,no,1380000
,62,,4,6.35,23,condominium,no,no,969000
apartmentBuilding,54,2,4,11.39,15,condominium,yes,yes,849000
blockOfFlats,44.5,5,7,10.78,3,condominium,no,yes,599000
blockOfFlats,54.3,8,10,4.53,20,condominium,no,yes,950000
apartmentBuilding,46.55,2,5,11.68,43,condominium,no,yes,965000
blockOfFlats,56.1,3,3,9.69,12,condominium,yes,no,756789
,49,3,5,1.15,35,condominium,yes,yes,1029000
,40,1,4,5.79,49,condominium,no,,790000
blockOfFlats,37,8,10,5.87,14,condominium,no,yes,585000
blockOfFlats,77,9,10,6.04,10,condominium,no,yes,1099000
blockOfFlats,35,4,6,1,59,condominium,yes,yes,625000
,53,,2,12.82,4,condominium,yes,no,735000
tenement,36.94,3,3,3.87,27,condominium,no,no,715000
blockOfFlats,62.3,8,12,6.35,18,condominium,no,yes,930000
,62.56,1,5,10.58,3,condominium,no,yes,1099999
blockOfFlats,67,1,1,4.61,19,condominium,no,no,1156000
blockOfFlats,92.85,3,4,5.58,8,condominium,yes,yes,1390000
blockOfFlats,42,,,6.31,19,condominium,no,yes,660000
apartmentBuilding,62.56,1,5,11.22,28,condominium,yes,yes,1220000
blockOfFlats,52.89,3,9,5.94,15,cooperative,yes,yes,735000
apartmentBuilding,51,1,6,4.14,13,condominium,yes,yes,1400000
blockOfFlats,34.27,1,11,2.14,25,condominium,no,yes,655555
blockOfFlats,28,1,10,6.34,30,cooperative,yes,yes,532000
blockOfFlats,41,,12,4.97,16,condominium,no,yes,830000
tenement,36.94,3,3,3.87,27,condominium,no,no,699000
blockOfFlats,41.47,1,5,7.73,11,condominium,no,yes,787360
,47,2,10,7.03,4,condominium,no,yes,660000
blockOfFlats,48.41,1,3,10.22,0,condominium,yes,no,650000
blockOfFlats,59.13,,2,11.29,10,condominium,no,no,720000
blockOfFlats,45,5,5,9.97,3,condominium,no,yes,679000
blockOfFlats,52.04,17,23,1.09,68,condominium,no,yes,1209999
blockOfFlats,42,1,4,12.15,13,condominium,yes,yes,550000
blockOfFlats,25.3,2,4,6.68,25,condominium,no,,530000
blockOfFlats,64,11,12,5.79,19,condominium,yes,yes,900000
tenement,48,,2,3.74,26,condominium,no,no,1249900
blockOfFlats,96,3,6,3.11,16,condominium,yes,no,2275000
apartmentBuilding,101,9,17,2.29,35,condominium,yes,yes,2250000
tenement,80,1,5,1.12,42,condominium,yes,yes,1700000
blockOfFlats,55,,10,4.96,24,cooperative,no,yes,797500
blockOfFlats,29.01,2,3,4.17,31,condominium,no,no,549000
,42,2,6,5.92,10,condominium,no,yes,840000
apartmentBuilding,36.32,,,5.99,0,condominium,no,yes,740000
blockOfFlats,48,8,12,9.74,28,condominium,yes,yes,750000
blockOfFlats,35.5,3,9,2.17,63,cooperative,yes,yes,720000
apartmentBuilding,33.82,5,10,2.34,30,condominium,yes,yes,799000
blockOfFlats,36.4,1,4,7.5,14,condominium,yes,no,629000
blockOfFlats,53.34,1,4,4.88,14,condominium,yes,yes,1150000
apartmentBuilding,68,11,11,2.3,16,cooperative,no,yes,1360000
blockOfFlats,58,2,6,6.44,3,condominium,yes,yes,840000
tenement,37,3,3,2.73,44,condominium,no,no,720000
tenement,51,4,4,4.6,47,condominium,no,no,1126000
blockOfFlats,38.37,1,10,6.54,19,condominium,yes,yes,699000
blockOfFlats,49,4,10,4.37,15,condominium,yes,yes,850000
,39.8,4,15,2.32,7,condominium,yes,no,780000
blockOfFlats,41.96,1,3,12.11,5,condominium,yes,yes,659000
blockOfFlats,59.64,9,12,7.29,13,condominium,no,yes,779000
blockOfFlats,38,3,10,3.5,15,condominium,yes,no,729900
blockOfFlats,81,2,10,5.64,17,condominium,yes,yes,1352500
,47.21,3,4,4.13,30,condominium,no,no,769000
blockOfFlats,27,1,10,0.59,68,condominium,no,yes,600000
blockOfFlats,58.85,2,3,6.9,8,condominium,yes,yes,950000
,32.7,5,5,4.13,30,condominium,no,yes,669000
blockOfFlats,37.5,6,10,4.75,21,condominium,yes,yes,699000
blockOfFlats,35.5,,,1.72,52,condominium,no,yes,709000
tenement,60.5,3,3,0.86,131,condominium,no,no,1452000
blockOfFlats,62.5,1,5,8.03,8,condominium,yes,yes,910000
,70,2,2,11.18,0,condominium,no,yes,1400000
,78,2,2,11.18,0,condominium,no,no,1290000
,70,3,3,6.54,3,condominium,no,no,1090000
,69.48,4,4,1.9,33,condominium,no,no,1350000
apartmentBuilding,50.61,1,3,9.25,10,condominium,no,yes,1260000
blockOfFlats,65.2,8,9,6.21,18,condominium,yes,yes,895000
blockOfFlats,63.14,1,5,10.23,18,condominium,yes,yes,1034000
apartmentBuilding,48.27,1,3,8.64,0,condominium,yes,yes,700000
,82.1,3,3,9.85,7,condominium,yes,no,1280000
,49.7,5,12,7,9,condominium,yes,no,829900
tenement,48.75,1,4,1.84,37,condominium,no,no,955000
blockOfFlats,86,1,6,6.41,7,cooperative,no,yes,1150000
apartmentBuilding,58,5,5,7.32,5,condominium,no,yes,1040000
blockOfFlats,46,,11,6.9,18,condominium,yes,yes,770000
blockOfFlats,48,1,10,6.6,9,condominium,yes,yes,799900
,46.3,2,3,4.89,14,condominium,yes,yes,910000
,41,,12,4.68,4,condominium,no,yes,800000
,82.6,3,4,10.58,3,condominium,no,,1249000
,38.19,1,9,8.54,10,condominium,no,yes,649000
tenement,36,1,6,2.51,11,condominium,no,yes,695000
blockOfFlats,35,3,4,8.13,8,condominium,no,yes,636000
blockOfFlats,46.7,1,4,6.18,20,condominium,yes,no,749000
tenement,49,5,6,1.44,101,condominium,no,yes,1289000
tenement,52.97,5,5,3.42,29,condominium,yes,yes,945000
blockOfFlats,53.4,3,4,3.37,13,condominium,yes,no,899999
blockOfFlats,50,10,10,6.2,13,condominium,yes,yes,819000
tenement,54,2,3,6.99,1,condominium,yes,no,815000
blockOfFlats,39.43,1,3,4.3,24,cooperative,no,no,667000
,46,,,9.12,11,condominium,no,no,798000
,50,3,8,3.16,16,condominium,no,yes,875000
,51.04,5,5,8.54,10,condominium,no,yes,899000
,37,7,10,8.54,10,condominium,no,yes,613000
,38.91,5,5,4.21,33,condominium,yes,yes,1035000
,72.19,5,5,4.21,33,condominium,yes,yes,1920000
apartmentBuilding,89.36,2,4,7.44,7,condominium,no,yes,2150000
apartmentBuilding,42.55,2,2,6.1,3,condominium,yes,yes,1100000
apartmentBuilding,111,,3,11.35,0,condominium,yes,yes,2109000
apartmentBuilding,104,3,4,4.43,17,condominium,yes,no,2050000
blockOfFlats,39,9,10,2.41,11,condominium,yes,yes,787800
blockOfFlats,80.03,2,10,5.59,15,condominium,yes,yes,1352500
blockOfFlats,49.9,,4,5.66,51,condominium,no,,915000
tenement,33,,3,5.49,44,condominium,no,no,599000
blockOfFlats,56.9,2,2,10.28,0,condominium,yes,no,730000
,36.98,4,4,5.39,46,condominium,no,no,529000
blockOfFlats,31.2,5,10,6.63,12,cooperative,no,yes,549000
,38,,,6.9,8,condominium,no,,760000
,38.6,1,1,3.16,16,cooperative,no,yes,705000
,44.68,8,8,3.24,31,condominium,no,yes,1200000
,49.1,3,4,6.36,15,condominium,no,no,820000
,38.51,5,5,3.16,16,condominium,no,,670000
,59,1,4,4.68,4,condominium,no,no,1350000
apartmentBuilding,80.11,2,5,7.52,11,condominium,yes,yes,1570000
blockOfFlats,52.64,2,3,14.64,5,condominium,yes,yes,729000
blockOfFlats,34.3,1,3,8.62,19,condominium,yes,no,500000
tenement,94.56,2,4,1.71,56,condominium,no,,2350000
blockOfFlats,55.4,2,5,4.5,15,condominium,yes,no,996000
blockOfFlats,48.15,1,3,3.31,25,condominium,yes,no,760000
blockOfFlats,53.4,1,8,3.65,32,condominium,no,yes,1260000
blockOfFlats,82,5,6,4.85,13,condominium,yes,yes,1740000
blockOfFlats,63,6,10,8.03,15,condominium,no,yes,1190000
blockOfFlats,55,2,10,8.01,7,condominium,yes,yes,659999
blockOfFlats,37.1,,3,10.61,10,condominium,no,no,537000
apartmentBuilding,66.9,1,8,2.2,29,condominium,yes,yes,1950000
,32,12,12,10.9,27,condominium,no,yes,688000
blockOfFlats,39,2,2,1.03,75,condominium,no,no,810000
blockOfFlats,46.16,1,3,5.55,3,condominium,yes,yes,730000
,40,3,4,6.92,37,condominium,yes,no,675000
,47.17,8,10,10.99,15,condominium,no,yes,839000
,47.2,3,3,4.12,13,condominium,yes,no,839000
,54.9,7,10,8.54,10,cooperative,no,yes,796000
,79,2,3,10.59,30,condominium,no,no,1198000
blockOfFlats,63.4,3,3,10.01,18,condominium,yes,yes,850000
blockOfFlats,68.71,3,6,8.82,13,condominium,yes,yes,1168000
apartmentBuilding,32,5,7,3.06,24,condominium,yes,yes,835000
apartmentBuilding,43.02,6,7,5.22,1,condominium,no,yes,767907
blockOfFlats,48,1,10,6.6,9,condominium,yes,yes,830000
blockOfFlats,37,1,10,4.75,19,condominium,no,no,740000
blockOfFlats,63,2,8,4.63,27,condominium,yes,yes,1299000
tenement,30.02,,4,0.97,90,condominium,no,no,750000
,62,2,10,6.69,12,condominium,no,yes,920000
blockOfFlats,84,6,19,6.35,23,cooperative,yes,yes,1150000
blockOfFlats,42.5,3,4,6.4,13,cooperative,no,no,649000
blockOfFlats,30,4,10,4.06,32,condominium,no,yes,530000
apartmentBuilding,41.51,5,6,3.07,14,condominium,yes,yes,869000
blockOfFlats,64,10,10,10.8,28,condominium,yes,yes,980000
apartmentBuilding,76.49,1,4,5.27,12,condominium,yes,yes,1290000
blockOfFlats,48,3,3,10.15,17,condominium,yes,yes,699000
,54,3,4,9.08,29,condominium,yes,no,1160000
,44.6,1,3,7.08,16,condominium,yes,no,950000
blockOfFlats,25.6,5,10,1.78,36,condominium,no,yes,610000
apartmentBuilding,45.42,1,5,4.04,22,condominium,no,yes,1324000
apartmentBuilding,39.73,1,4,6.58,32,condominium,no,yes,790000
apartmentBuilding,46.32,1,4,4.66,10,condominium,no,,970000
blockOfFlats,38.6,7,8,4.19,14,condominium,yes,yes,649000
blockOfFlats,62.5,6,13,6.07,23,condominium,yes,yes,795000
,57.71,10,17,5.81,16,condominium,no,yes,919000
,51.43,1,3,10.58,3,condominium,no,no,847000
,36,3,5,8.18,18,condominium,yes,yes,639000
blockOfFlats,43,1,10,5.1,15,cooperative,no,yes,690000
blockOfFlats,44.1,12,15,6.95,13,condominium,no,yes,650000
,48.2,,4,4.24,13,cooperative,no,yes,795000
blockOfFlats,57,2,2,10.22,0,condominium,no,no,710000
blockOfFlats,36.6,2,3,4.06,34,condominium,no,no,780000
,64.3,2,6,8.66,10,condominium,yes,yes,1099000
,58,1,5,10.82,0,condominium,no,yes,899000
,57,1,1,6.36,15,condominium,no,yes,1100000
,54,3,3,0.63,113,condominium,no,no,750000
blockOfFlats,41,,12,3.43,21,condominium,no,yes,1130000
blockOfFlats,25,6,13,2.12,29,cooperative,yes,yes,540000
,60.8,5,10,6.29,12,cooperative,no,yes,725000
blockOfFlats,41,4,7,6.94,12,condominium,yes,no,769000
blockOfFlats,60,7,7,6.17,15,condominium,yes,yes,860000
apartmentBuilding,124.7,2,2,9.34,13,condominium,yes,no,1645000
blockOfFlats,42.4,1,3,10.52,30,condominium,yes,no,750000
,47,3,4,8.54,10,condominium,no,no,820000
,58.5,4,7,8.68,12,condominium,yes,no,879000
,41,5,5,4.01,32,condominium,no,yes,690000
blockOfFlats,66.3,9,11,6.23,19,cooperative,no,yes,1050000
blockOfFlats,38,3,5,3.74,46,condominium,no,no,580000
,63.4,,4,11.11,16,condominium,yes,no,880000
blockOfFlats,58.8,7,9,7.99,8,condominium,yes,yes,1155000
blockOfFlats,66.14,1,6,4.63,17,condominium,yes,yes,1050000
blockOfFlats,67,1,3,12.43,5,condominium,yes,no,980000
blockOfFlats,49.5,7,11,4.42,16,condominium,yes,yes,872000
blockOfFlats,65.4,2,8,4.54,5,cooperative,yes,yes,1200000
blockOfFlats,42.7,3,11,6.96,24,condominium,no,yes,589000
tenement,38,3,4,2.15,35,condominium,no,no,788000
apartmentBuilding,42.03,1,3,10.26,7,condominium,yes,yes,649000
blockOfFlats,67.79,1,3,4.21,26,condominium,yes,no,999000
blockOfFlats,62.09,2,4,10.44,6,condominium,yes,yes,990000
tenement,48.13,1,2,4.32,40,cooperative,no,no,1299000
blockOfFlats,56,2,2,10.22,2,condominium,yes,no,730000
blockOfFlats,72.26,2,2,10.89,28,condominium,yes,no,1250000
,33,11,11,8.54,10,condominium,no,no,610000
,33,,,4.77,22,condominium,no,,585000
,57.7,3,4,3.16,16,condominium,no,,905000
,109.8,4,5,0.53,82,condominium,no,yes,2640000
,44.1,3,6,7.54,12,condominium,yes,yes,820000
blockOfFlats,35,4,11,1.83,59,condominium,yes,no,695000
blockOfFlats,67.6,3,5,5.32,1,condominium,yes,no,1099000
blockOfFlats,41.1,3,6,7.54,12,condominium,yes,yes,820000
blockOfFlats,41.1,3,6,7.54,12,condominium,yes,yes,820000
blockOfFlats,63,3,3,10.95,19,condominium,no,no,1069000
blockOfFlats,28.1,9,10,2.4,63,condominium,no,yes,599000
blockOfFlats,37,5,10,8.41,8,condominium,no,yes,637000
apartmentBuilding,49.1,4,17,6.57,30,condominium,no,yes,872000
blockOfFlats,47.4,1,3,8.7,29,condominium,yes,no,777360
blockOfFlats,63.4,3,3,9.59,11,condominium,yes,yes,850000
blockOfFlats,143,2,2,12.1,37,condominium,no,no,2200000
blockOfFlats,82.8,3,3,7.95,14,condominium,no,yes,1099999
blockOfFlats,73,,2,9.85,3,condominium,no,no,1350000
blockOfFlats,55,7,10,6.48,30,condominium,yes,yes,796000
,47,10,12,3.16,16,condominium,no,yes,1249000
,42,,,3.16,16,cooperative,no,,720000
apartmentBuilding,78.63,,5,3.74,12,condominium,yes,yes,1499999
,81.18,1,6,6.11,5,condominium,no,yes,1080000
,82,4,5,10.39,14,condominium,no,yes,1120000
apartmentBuilding,57,1,5,7.29,9,condominium,no,yes,1100000
blockOfFlats,38,1,10,1.43,62,condominium,yes,yes,689000
blockOfFlats,55.5,4,4,7.44,24,condominium,no,no,825000
apartmentBuilding,57.37,4,5,6.24,12,condominium,yes,yes,1100000
apartmentBuilding,46.3,2,3,4.9,14,condominium,yes,yes,910000
blockOfFlats,67.94,2,5,9.22,5,condominium,yes,yes,974939
,75.61,4,5,10.82,0,condominium,no,yes,1059613
,79.8,2,3,0.63,113,condominium,no,no,2200000
,56,6,6,7.03,4,condominium,no,yes,920000
blockOfFlats,58.05,1,6,4.37,20,condominium,yes,yes,1599000
blockOfFlats,43.5,,3,13.25,10,condominium,no,yes,685000
blockOfFlats,47.5,8,10,6,15,cooperative,yes,yes,705000
apartmentBuilding,39.89,3,5,7.31,18,condominium,yes,yes,790000
apartmentBuilding,82.3,1,7,3.1,19,condominium,yes,yes,1750000
blockOfFlats,64.8,,3,5.11,35,condominium,no,no,1060000
blockOfFlats,75.61,4,5,9.95,3,condominium,yes,yes,1035000
apartmentBuilding,37.3,4,5,6.19,31,condominium,no,yes,785000
blockOfFlats,50,3,3,3.59,22,condominium,yes,no,819000
blockOfFlats,82.3,1,7,3.08,20,condominium,yes,yes,1750000
blockOfFlats,42,,7,6.41,17,condominium,yes,yes,660000
,32,10,14,3.16,16,condominium,no,yes,725000
,50.79,3,5,4.44,41,condominium,no,yes,1500000
apartmentBuilding,38.3,4,10,4.18,13,condominium,yes,yes,760000
blockOfFlats,51.04,1,2,10.5,10,condominium,yes,yes,690000
tenement,41.25,2,5,2.34,34,condominium,no,yes,679000
tenement,40.41,,2,6.86,30,condominium,no,no,715000
blockOfFlats,41.48,,5,3.97,33,condominium,yes,yes,935000
apartmentBuilding,83.29,,4,10.01,8,condominium,yes,yes,1999000
blockOfFlats,38,7,10,7.49,23,condominium,yes,yes,660000
,28.58,7,7,7.41,14,condominium,no,yes,560000
blockOfFlats,83.6,6,19,6.03,32,cooperative,yes,yes,1150000
,28.82,14,26,3.25,12,condominium,no,yes,670000
,52.49,24,26,3.25,12,condominium,no,yes,1179000
,108.5,3,4,7.29,7,condominium,yes,yes,1725000
,57,9,10,3.9,12,condominium,yes,yes,795000
blockOfFlats,69.2,2,7,8.18,20,condominium,yes,yes,995000
tenement,96,3,4,3.11,26,condominium,yes,yes,1950000
tenement,79.82,4,4,5.13,18,condominium,no,no,1349000
blockOfFlats,34,,3,10.82,0,condominium,yes,no,520000
blockOfFlats,52.5,1,3,5.91,19,condominium,yes,no,750000
tenement,64.51,1,4,2.92,32,condominium,yes,no,1050000
blockOfFlats,100,2,3,16.48,8,condominium,yes,no,1199900
blockOfFlats,33.7,5,7,6.3,25,cooperative,no,yes,570000
,64.3,2,6,9.12,11,condominium,no,yes,1099000
,41,,,4.77,22,condominium,no,,729000
,38.6,2,3,1.91,55,condominium,no,no,820000
apartmentBuilding,40.16,3,7,5.03,15,condominium,no,yes,948000
blockOfFlats,61,3,5,1.35,55,condominium,yes,yes,1500000
blockOfFlats,79,2,3,10.65,19,condominium,no,no,1250000
apartmentBuilding,52.91,3,4,7.57,5,condominium,yes,yes,950000
,39.8,4,15,2.38,8,condominium,yes,yes,780000
,40,8,8,6.37,15,condominium,no,yes,629000
,75,,,0.63,113,condominium,no,no,1150000
,25,6,14,0.63,113,cooperative,no,yes,525000
,73,,4,10.82,0,condominium,no,yes,1250000
,50,1,4,10.82,0,condominium,no,yes,630000
,57,4,10,6.9,8,condominium,no,yes,969000
blockOfFlats,35.07,3,4,2.48,22,cooperative,yes,no,700000
blockOfFlats,37.5,6,10,0.39,75,cooperative,yes,yes,672000
,48,3,10,4.32,16,condominium,yes,no,768000
,51,,10,5.73,12,condominium,no,yes,750000
,49,1,2,10.82,0,condominium,yes,no,650000
apartmentBuilding,70.2,2,4,9.75,9,condominium,yes,yes,1400000
blockOfFlats,81,12,12,5.42,10,condominium,yes,no,1045000
blockOfFlats,62.2,1,9,6.31,18,cooperative,yes,no,890000
blockOfFlats,43,3,3,10.52,30,condominium,yes,yes,749999
,27,7,16,0.89,85,condominium,no,yes,645000
apartmentBuilding,108.48,3,3,5.7,4,condominium,yes,yes,2199000
apartmentBuilding,112.29,1,3,5.7,4,condominium,yes,yes,1999991
blockOfFlats,38.6,3,4,1.75,38,condominium,yes,no,799000
blockOfFlats,42,,10,4.7,15,cooperative,yes,yes,720000
blockOfFlats,27.57,,6,2.67,23,condominium,no,yes,750000
blockOfFlats,37.57,7,10,7.48,23,condominium,yes,yes,660000
tenement,33,5,5,4.28,37,condominium,yes,yes,669000
blockOfFlats,42.7,3,4,10,9,condominium,yes,yes,808000
blockOfFlats,48.85,,10,6.02,18,cooperative,yes,yes,674000
apartmentBuilding,49.1,3,4,7.89,0,condominium,yes,yes,820000
tenement,50.79,3,5,4.68,35,condominium,no,yes,1500000
blockOfFlats,47.3,10,12,0.66,60,condominium,yes,yes,1249000
apartmentBuilding,59.91,1,2,10.99,1,condominium,yes,yes,970000
,42,,13,4.77,22,condominium,no,no,660000
apartmentBuilding,46.26,3,11,2.42,34,condominium,no,yes,964000
blockOfFlats,42,,12,6.31,19,condominium,yes,yes,660000
apartmentBuilding,75.58,,4,7.96,8,condominium,yes,yes,1238000
blockOfFlats,132.94,3,3,6.25,27,condominium,yes,no,1820000
blockOfFlats,54,1,6,7.57,5,condominium,no,yes,980000
,46,,8,4.68,4,condominium,no,yes,904000
,38.5,7,10,7.03,4,cooperative,no,yes,665000
apartmentBuilding,40,4,11,2.68,54,condominium,yes,no,1030000
blockOfFlats,56,3,3,9.55,9,condominium,yes,no,756789
,84.4,,3,7.7,10,condominium,no,yes,1645800
apartmentBuilding,69.13,3,3,8.43,9,condominium,yes,yes,1035000
apartmentBuilding,40,4,11,2.63,50,condominium,yes,no,1030000
apartmentBuilding,80.5,5,13,7.17,7,condominium,yes,yes,1675000
blockOfFlats,60,5,6,6.2,26,condominium,yes,yes,1150000
blockOfFlats,66,10,10,7.31,12,condominium,yes,no,1250000
blockOfFlats,46.3,3,4,9.82,11,cooperative,no,,689000
,62.56,1,5,11.22,28,condominium,yes,yes,1245000
apartmentBuilding,84.27,1,3,5.24,5,condominium,yes,yes,1685400
,49.11,1,3,10.24,14,condominium,no,no,750000
blockOfFlats,56,6,6,5.6,39,condominium,yes,yes,946000
,61.4,5,12,4.48,20,condominium,no,yes,1149000
apartmentBuilding,88,,3,9.76,12,condominium,no,yes,2041600
,81,10,12,7.03,4,cooperative,no,yes,1043000
,52,12,22,3.16,16,condominium,no,yes,1307000
apartmentBuilding,51.84,1,3,5.1,21,condominium,no,yes,1560384
,72,1,10,5.89,45,condominium,yes,no,1080000
,65,3,8,5.22,6,condominium,yes,yes,1100000
tenement,77.07,,3,4.47,37,cooperative,no,no,1550000
,25,3,3,2.42,17,condominium,yes,no,499000
blockOfFlats,46.15,1,3,10.37,8,condominium,yes,yes,630000
blockOfFlats,43.85,8,14,6.36,14,condominium,yes,yes,830000
apartmentBuilding,93.58,6,7,6.25,18,condominium,yes,yes,1965180
,48,4,4,4.09,30,condominium,yes,no,775000
blockOfFlats,36.5,6,10,6.13,17,condominium,yes,yes,650000
blockOfFlats,41.5,5,10,7.64,26,condominium,no,yes,680000
blockOfFlats,46.2,2,4,6.87,15,condominium,yes,no,760000
,38.19,1,9,8.54,10,condominium,no,yes,649000
,57.8,5,5,4.77,22,condominium,no,yes,945000
,54.9,7,10,8.54,10,cooperative,no,yes,796000
blockOfFlats,62.56,1,5,11.11,33,condominium,no,yes,1099000
,66.91,1,4,7.17,6,condominium,yes,no,1150000
blockOfFlats,48.08,6,10,5.48,23,condominium,yes,yes,770000
blockOfFlats,46,2,10,2.54,22,condominium,yes,yes,1030000
blockOfFlats,38,2,3,1.91,54,condominium,yes,no,820000
blockOfFlats,55.79,1,4,6.62,2,condominium,yes,yes,839000
blockOfFlats,70,1,4,4.72,18,condominium,yes,yes,1150000
blockOfFlats,51.1,2,8,13.67,7,condominium,yes,yes,650000
blockOfFlats,89.87,3,5,9.22,5,condominium,yes,yes,1289634
blockOfFlats,50.3,8,17,7.06,23,condominium,yes,yes,785000
blockOfFlats,42,4,10,4.72,16,condominium,yes,yes,660000
,110,2,2,10.58,3,condominium,no,,1680000
blockOfFlats,62,5,12,4.66,16,condominium,yes,yes,1200000
apartmentBuilding,66.7,2,7,5.98,18,condominium,yes,yes,1200000
blockOfFlats,51.3,5,5,6.05,0,condominium,yes,yes,980000
tenement,64,3,3,2.68,19,condominium,yes,no,1471000
,60.54,,6,8.28,10,condominium,no,yes,938000
blockOfFlats,79,2,3,10.7,34,cooperative,yes,no,1230000
tenement,50.79,3,5,4.66,39,condominium,no,yes,1500000
,88,11,14,7.93,6,condominium,no,yes,2025000
blockOfFlats,82,4,5,10.53,7,condominium,yes,yes,1118000
tenement,59,1,4,3.66,28,condominium,no,no,1315000
blockOfFlats,36,1,3,5.71,20,condominium,yes,no,660000
apartmentBuilding,49,8,10,3.06,23,condominium,no,yes,990000
blockOfFlats,36,3,4,3.69,24,condominium,no,no,625000
blockOfFlats,59.8,3,13,2.7,62,condominium,yes,yes,975000
blockOfFlats,53,,4,7.59,5,condominium,yes,yes,1050000
apartmentBuilding,43.3,2,4,5,14,condominium,no,yes,915000
apartmentBuilding,62,,3,8.15,9,condominium,no,yes,1199900
blockOfFlats,62.56,1,5,11.25,27,condominium,yes,yes,1099000
,34.45,,4,6.53,31,condominium,no,no,725000
blockOfFlats,70.78,3,4,7.89,3,cooperative,yes,no,849000
blockOfFlats,49,2,10,2.12,27,condominium,no,yes,869000
tenement,113,3,4,2.82,29,condominium,yes,yes,3000000
blockOfFlats,39,3,6,4.07,34,condominium,yes,yes,680000
blockOfFlats,47,,2,12.89,6,condominium,no,no,695000
,56.7,8,9,3.04,15,condominium,yes,yes,820000
blockOfFlats,79,2,3,10.49,36,cooperative,no,no,1230000
blockOfFlats,60.38,1,3,12.98,9,condominium,yes,yes,966020
apartmentBuilding,38,1,10,5.01,1,condominium,yes,yes,729000
blockOfFlats,72,1,4,9.92,3,condominium,no,yes,1250000
blockOfFlats,57.78,2,5,6.46,3,condominium,yes,yes,799000
apartmentBuilding,77.26,,2,9.33,4,condominium,yes,no,1300000
blockOfFlats,76.54,1,2,10.56,7,condominium,yes,yes,950000
,28,,5,0.63,113,condominium,no,yes,684000
,37,,,4.68,4,condominium,no,no,760000
,66.2,8,11,6.36,15,cooperative,no,yes,1080000
blockOfFlats,48,9,10,8.01,7,condominium,yes,yes,620000
,60,10,11,6.59,17,cooperative,no,yes,890000
apartmentBuilding,108.64,7,8,3.89,32,condominium,yes,yes,1700000
apartmentBuilding,100.2,3,5,4.27,12,condominium,yes,yes,1850000
tenement,47.2,5,6,1.03,63,condominium,yes,yes,990000
