type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
blockOfFlats,64,3,5,0.99,53,cooperative,no,yes,570000
apartmentBuilding,78.4,2,4,0.99,53,condominium,no,yes,1200000
blockOfFlats,43.57,1,2,2.93,5,condominium,yes,no,419000
apartmentBuilding,45,2,5,1.69,25,cooperative,yes,yes,498000
tenement,99.8,2,4,1.04,47,condominium,no,no,699000
blockOfFlats,99.8,2,4,1.04,47,condominium,no,no,699000
tenement,88.5,2,3,1.28,26,condominium,no,no,610000
apartmentBuilding,69.5,3,7,4.03,5,condominium,yes,yes,799999
,47.98,1,3,5.86,1,condominium,yes,yes,645000
tenement,76.23,2,3,1.46,29,cooperative,no,no,575000
blockOfFlats,35.38,,3,6.2,0,condominium,no,no,467000
,49.34,4,4,1.04,47,condominium,no,no,438000
,103.5,2,4,1.55,0,condominium,no,,750000
blockOfFlats,64.1,2,3,3.92,7,condominium,yes,no,570000
tenement,45.53,1,4,1.87,23,condominium,no,no,539000
,54,2,3,7.68,1,condominium,no,no,449000
blockOfFlats,52.6,8,11,7.39,5,cooperative,yes,yes,479000
apartmentBuilding,41.3,,3,1.04,47,condominium,yes,yes,499000
tenement,73.43,2,4,1.04,47,condominium,no,no,599000
blockOfFlats,31.4,1,4,4.32,9,cooperative,yes,no,450000
tenement,80.43,3,3,1.04,47,condominium,no,no,460000
blockOfFlats,150,4,5,0.88,66,condominium,no,no,940000
blockOfFlats,48.8,,3,1.04,47,condominium,no,yes,639000
blockOfFlats,76.1,12,12,7.91,23,condominium,yes,yes,595000
blockOfFlats,52.92,4,4,5.25,4,condominium,yes,no,469000
tenement,65.09,3,4,7.46,0,condominium,no,no,349000
tenement,59,,,3.64,0,condominium,no,no,490000
apartmentBuilding,44,2,4,0.19,48,condominium,no,,679000
tenement,109.43,3,4,1.04,47,condominium,yes,no,550000
blockOfFlats,46.21,,4,3.39,15,condominium,yes,no,499000
tenement,97,1,3,1.41,75,condominium,no,no,620000
,59,,3,4.32,9,cooperative,no,no,489000
,65,3,4,9.5,0,cooperative,no,no,349000
blockOfFlats,63.6,4,4,7.75,22,cooperative,yes,no,520000
,65.09,3,4,8.47,1,cooperative,no,,349000
tenement,115.08,,3,1.01,20,condominium,no,no,740000
tenement,65.56,1,4,1.56,17,condominium,no,no,666000
,31,3,4,4.66,4,cooperative,no,,440000
blockOfFlats,58.02,3,3,4.83,9,condominium,yes,no,679000
tenement,81.6,2,4,1.7,67,condominium,no,,780000
tenement,68.11,3,3,1.45,76,condominium,no,no,487500
tenement,58,3,3,2.75,1,condominium,yes,no,599000
tenement,84,,4,1.04,47,condominium,no,no,629000
blockOfFlats,66,1,4,9.24,9,condominium,yes,no,595000
blockOfFlats,58.02,3,3,5.14,7,condominium,yes,no,679000
blockOfFlats,46.03,3,4,3.03,8,condominium,no,no,489000
blockOfFlats,63.56,4,4,3.16,1,cooperative,yes,no,540000
blockOfFlats,58.6,,4,2.67,16,cooperative,yes,no,455000
tenement,75,2,3,1.64,15,condominium,no,no,450000
blockOfFlats,84.53,3,5,5.15,1,condominium,no,yes,1150000
blockOfFlats,47.2,8,10,3.38,10,cooperative,yes,yes,465000
tenement,89.6,4,4,1.5,51,condominium,no,,580000
,75,3,4,3.64,4,condominium,yes,no,535000
,47.45,3,11,3.65,6,cooperative,no,yes,470000
tenement,59,,1,3.92,2,condominium,no,no,499000
blockOfFlats,63,9,10,8.84,9,condominium,yes,yes,499000
blockOfFlats,78.45,1,4,7.96,20,condominium,yes,no,650000
apartmentBuilding,74.41,1,2,7.07,2,condominium,yes,no,749000
,55.6,1,4,7.57,13,condominium,yes,no,545700
tenement,97,1,3,1.04,47,condominium,no,no,620000
tenement,41.85,,3,1.81,3,condominium,no,no,389000
blockOfFlats,49.42,5,8,4.04,5,condominium,yes,yes,599999
tenement,70.95,2,4,1.98,36,condominium,yes,no,449000
blockOfFlats,39,4,4,6.16,0,condominium,no,yes,569000
blockOfFlats,54.39,1,3,2.94,12,cooperative,no,no,499000
tenement,54.12,,4,2.86,13,condominium,no,no,415000
tenement,79.47,1,4,1.86,46,condominium,yes,no,489000
blockOfFlats,82,8,10,8.96,9,cooperative,yes,yes,649000
,54.5,4,7,3.39,10,condominium,yes,no,590000
tenement,33,,4,1.7,32,condominium,no,no,349000
tenement,65.09,3,3,7.24,0,condominium,no,no,349000
tenement,52,2,3,0.79,67,condominium,yes,no,450000
blockOfFlats,66.2,3,3,4.03,5,condominium,yes,yes,699000
tenement,114.37,1,3,1.67,73,condominium,yes,no,649000
tenement,98.26,3,4,2.82,13,condominium,no,no,725000
tenement,46.15,1,3,0.96,20,condominium,no,no,429000
blockOfFlats,35.1,,4,8.99,9,condominium,yes,no,420000
tenement,80,4,4,1.86,46,condominium,yes,no,640000
blockOfFlats,35.1,,4,9.1,9,condominium,yes,no,409000
,69,2,4,2.66,15,cooperative,yes,no,580000
tenement,76.64,4,4,1.85,25,condominium,yes,no,650000
blockOfFlats,53,1,4,7.81,20,condominium,no,,539000
blockOfFlats,29,3,4,3.24,14,cooperative,no,,330000
blockOfFlats,70.3,9,11,3.92,6,cooperative,yes,yes,649000
blockOfFlats,91,2,4,5.14,7,condominium,no,no,512000
,59,,1,4.09,0,condominium,no,no,499000
apartmentBuilding,75.33,1,2,3.65,1,condominium,yes,no,999000
tenement,96.16,2,4,1.44,57,condominium,no,no,660000
tenement,65,1,3,1.68,72,condominium,no,no,565000
blockOfFlats,68.2,,4,3.82,7,condominium,no,yes,745000
tenement,68.52,2,4,1.46,13,condominium,no,no,420000
blockOfFlats,64.65,3,4,8.43,6,cooperative,yes,no,585000
,65.46,,4,1.04,47,condominium,no,no,599000
blockOfFlats,35,,4,9.12,9,condominium,yes,no,420000
blockOfFlats,87.6,4,4,4.08,7,condominium,no,yes,766000
tenement,51.5,3,4,1.3,59,condominium,no,,509000
tenement,72.07,1,1,2.69,9,condominium,yes,no,539000
blockOfFlats,60,,2,4.32,9,condominium,no,no,489000
tenement,53,1,1,6.82,12,condominium,no,no,429000
blockOfFlats,52.14,3,4,1.02,14,condominium,no,no,469000
blockOfFlats,69.8,,2,5.86,1,condominium,yes,no,799000
blockOfFlats,56.2,4,11,8.1,22,cooperative,no,yes,529000
blockOfFlats,46.16,10,11,1.68,33,condominium,no,yes,515000
blockOfFlats,37.7,,3,3.91,8,condominium,yes,no,389000
blockOfFlats,46.06,1,4,0.79,67,cooperative,yes,no,530000
,45.83,1,4,1.83,37,condominium,no,,545000
,40,4,5,6.05,0,condominium,yes,yes,569000
tenement,69.76,3,4,7.24,0,condominium,no,no,349000
blockOfFlats,50.2,3,4,7.96,12,cooperative,yes,no,415000
tenement,26.79,5,5,0.93,15,condominium,no,no,430000
,50,6,10,8.04,24,condominium,yes,yes,479000
blockOfFlats,40,4,4,6.05,0,condominium,yes,yes,569000
,84,1,3,1.9,49,condominium,no,no,840000
blockOfFlats,84.8,1,4,1.04,47,condominium,yes,no,599000
blockOfFlats,28.5,1,4,1.3,59,condominium,no,,309000
tenement,80.49,3,3,3.69,0,condominium,no,no,420000
tenement,91.03,3,4,1.29,27,condominium,no,no,599000
tenement,48.05,3,3,1.58,43,condominium,no,no,330000
tenement,60,1,4,2.8,10,condominium,no,no,485000
tenement,80,3,3,1.68,72,condominium,no,no,420000
tenement,136,,3,0.09,54,condominium,no,yes,839000
blockOfFlats,48,2,4,1.69,17,cooperative,yes,no,510000
apartmentBuilding,32.4,3,6,1.5,21,condominium,no,yes,485000
blockOfFlats,52,,1,3.87,8,condominium,no,no,720000
blockOfFlats,59.81,3,4,0.79,67,condominium,yes,no,475000
tenement,90.96,3,4,1.98,20,condominium,no,no,615000
,74,2,2,2.02,20,condominium,yes,no,660000
,62,1,4,1.36,67,cooperative,yes,no,490000
,113,3,4,1.66,33,condominium,yes,no,759000
tenement,74.9,4,4,1.26,61,condominium,no,no,369000
,40,4,5,5.6,2,condominium,yes,yes,569000
tenement,86,4,4,1.04,47,condominium,no,,579000
blockOfFlats,54.5,2,4,7.82,12,cooperative,yes,no,500000
blockOfFlats,63.5,4,4,8.32,16,condominium,yes,no,489000
tenement,40.63,1,4,1.78,68,condominium,no,,449000
blockOfFlats,53,1,1,6.59,12,condominium,no,no,429000
tenement,80,,4,1.04,47,condominium,no,,549000
,68.5,1,2,6.28,2,condominium,yes,no,749000
,73.11,,4,1.98,36,condominium,no,no,730000
,53,1,1,6.69,13,condominium,no,no,429000
blockOfFlats,53,1,1,6.7,12,condominium,no,no,529000
tenement,57,4,4,1.47,62,condominium,no,,450300
tenement,66,2,3,0.9,69,condominium,no,yes,569000
,73.16,3,4,3.85,6,condominium,yes,no,686000
,65.6,6,8,7.54,0,cooperative,yes,yes,460000
tenement,103,3,4,1.95,18,condominium,yes,no,798000
tenement,103,3,4,1.58,43,condominium,yes,no,772500
blockOfFlats,51,2,4,1.55,0,condominium,no,no,399000
blockOfFlats,77,,2,2.57,15,condominium,no,no,660000
tenement,94.03,2,4,2.99,10,condominium,yes,no,850000
tenement,61.38,3,4,2.6,14,condominium,no,no,520000
,70,8,10,7.91,23,cooperative,yes,yes,475414
blockOfFlats,57,1,2,8.52,1,cooperative,no,no,419000
tenement,77.98,3,3,1.04,47,condominium,no,no,649000
tenement,64.96,,3,1.57,63,condominium,no,no,490000
tenement,125.16,,3,1.04,47,condominium,no,no,799000
tenement,46.12,4,4,1.04,47,condominium,no,,449000
tenement,76.04,1,3,1.58,43,condominium,no,no,540000
,127,2,4,1.04,47,condominium,no,no,785000
tenement,80.25,3,4,1.04,47,condominium,yes,no,480000
blockOfFlats,57,1,2,9.4,0,cooperative,no,no,419000
tenement,80.25,,4,1.9,49,condominium,no,,399000
,72,6,6,1.21,9,condominium,yes,yes,870000
tenement,107,3,3,1.47,62,condominium,yes,no,765000
tenement,89.8,3,3,1.98,36,condominium,yes,no,649000
tenement,106.97,3,4,1.58,43,condominium,yes,no,630000
blockOfFlats,96.06,3,3,4.87,11,condominium,yes,no,825000
blockOfFlats,84.15,1,1,6.54,2,condominium,no,no,879000
blockOfFlats,75.44,1,4,3.64,4,condominium,no,no,439000
tenement,89.57,1,4,1.78,68,condominium,no,,790000
tenement,57,4,4,1.47,62,condominium,no,,450300
tenement,82.95,3,4,1.93,39,condominium,no,no,649000
blockOfFlats,36.74,7,11,1.59,4,cooperative,yes,yes,399000
tenement,103.6,3,3,1.58,43,condominium,yes,no,799000
blockOfFlats,47.86,3,4,3.41,12,cooperative,no,,480000
blockOfFlats,63.6,2,4,7.98,22,condominium,yes,no,580000
apartmentBuilding,47.67,2,5,0.36,31,condominium,yes,yes,593491
,61.71,2,2,1.98,36,condominium,no,no,599000
tenement,71.44,3,4,1.44,43,condominium,yes,no,427000
blockOfFlats,62.83,4,4,0.79,67,condominium,yes,no,440000
apartmentBuilding,114.1,4,4,1.04,47,condominium,no,yes,1170000
tenement,105.79,2,3,1.9,49,condominium,yes,no,600000
tenement,67,3,3,1.97,20,condominium,no,no,490000
tenement,142.47,3,4,1.01,79,condominium,no,,730000
blockOfFlats,68.9,,5,7.65,18,condominium,yes,no,699000
tenement,90.69,3,4,1.31,20,condominium,no,no,489000
tenement,71.44,3,3,1.58,43,condominium,yes,no,427000
,77.86,5,5,1.9,30,condominium,yes,no,560000
tenement,99.24,1,4,1.72,72,condominium,yes,no,830000
,106.46,3,3,1,79,condominium,yes,no,560000
apartmentBuilding,114.01,4,4,1.04,47,condominium,yes,yes,1195000
tenement,60.54,,1,5.33,0,condominium,no,no,490000
,63.64,3,4,1.58,43,condominium,no,,430000
tenement,140.2,,1,7.45,1,condominium,no,no,728000
tenement,125.72,2,4,1.26,39,condominium,no,no,750000
,55,4,4,7.63,0,cooperative,yes,no,549000
apartmentBuilding,74,,6,5.18,1,condominium,no,yes,999000
blockOfFlats,61,,3,4.8,0,condominium,yes,no,639000
blockOfFlats,72,,4,2.26,9,condominium,no,no,849000
apartmentBuilding,75.56,2,6,0.13,75,condominium,no,yes,1279000
blockOfFlats,46.6,,3,7.38,0,condominium,yes,no,589900
blockOfFlats,92,2,2,5.48,3,condominium,yes,no,1200000
blockOfFlats,34.6,3,4,3.15,0,condominium,no,no,498000
blockOfFlats,54.2,1,2,3.1,0,condominium,yes,no,619000
apartmentBuilding,64,7,17,0.57,10,condominium,yes,no,1899000
apartmentBuilding,49,5,17,0.57,10,condominium,yes,no,1469000
blockOfFlats,55.73,,4,6.44,7,condominium,yes,no,699000
apartmentBuilding,65.33,5,7,0.36,37,condominium,yes,yes,1279000
,50.67,,4,1.49,12,condominium,no,no,1390000
blockOfFlats,42.06,,10,1.48,31,condominium,no,yes,719000
tenement,34,5,5,0.48,16,condominium,no,yes,449000
blockOfFlats,59.63,4,4,6.14,0,condominium,no,no,660000
tenement,52.44,5,5,0.83,59,condominium,no,yes,997000
apartmentBuilding,94.2,1,3,5.34,1,condominium,no,yes,2110000
apartmentBuilding,50,7,17,3.69,5,condominium,no,yes,1470000
,38.55,3,4,5.49,0,condominium,yes,no,519000
,36.01,2,4,3.41,4,condominium,no,no,479000
apartmentBuilding,52.13,,3,3.53,7,condominium,no,yes,1099000
apartmentBuilding,104,13,17,0.56,10,condominium,yes,yes,2700000
tenement,50.1,2,5,0.41,55,condominium,yes,yes,960000
tenement,56.78,1,3,1.75,18,condominium,yes,no,890000
blockOfFlats,65.7,3,5,0.45,73,condominium,no,yes,1539000
,92,3,4,2.11,14,condominium,yes,yes,1990000
blockOfFlats,52.2,13,17,0.85,2,condominium,yes,yes,1550000
apartmentBuilding,79.61,,1,6.81,0,condominium,no,no,1300000
tenement,49.5,1,3,0.53,68,condominium,no,no,640000
blockOfFlats,126.05,1,3,5.18,2,condominium,yes,no,1550000
apartmentBuilding,74,1,2,6.52,0,condominium,yes,yes,1750000
blockOfFlats,47.2,4,4,6.32,0,condominium,yes,no,475000
,53.05,4,10,5.18,0,condominium,yes,no,485000
apartmentBuilding,40.46,1,2,2.51,9,condominium,yes,yes,845000
,37.02,2,4,0.88,55,condominium,no,no,650000
blockOfFlats,39.25,1,2,5.35,0,condominium,yes,yes,499000
blockOfFlats,73.71,,,0.62,19,condominium,no,,599000
blockOfFlats,55,,2,3.8,2,condominium,yes,no,790000
apartmentBuilding,66.01,,2,4.14,10,condominium,yes,yes,1170000
blockOfFlats,53.1,3,3,6.85,0,condominium,no,no,575000
,76,3,3,0.88,2,condominium,no,no,769000
blockOfFlats,63,3,4,7.45,0,condominium,yes,no,579000
,36.05,2,9,2.93,3,cooperative,yes,yes,488000
tenement,52,5,5,1.83,15,condominium,no,no,599000
,56,2,2,2.2,12,condominium,yes,yes,1149000
,55.6,2,2,4.62,1,condominium,no,no,529000
,50.33,,16,3.45,6,condominium,no,yes,879000
apartmentBuilding,50.04,3,7,4.27,3,condominium,yes,yes,650000
,44.9,3,8,0.04,64,cooperative,yes,yes,699000
,49.1,,4,3.57,3,cooperative,yes,no,569000
tenement,49.37,4,5,1.07,27,condominium,yes,no,599900
blockOfFlats,50.7,6,9,2.91,12,condominium,yes,yes,699000
,104.7,3,4,3.26,12,condominium,yes,yes,1950000
,62.7,,2,7.06,0,condominium,no,no,645810
,77.1,2,3,4.27,6,condominium,yes,no,633900
apartmentBuilding,82,2,2,8.21,0,condominium,yes,no,958000
blockOfFlats,92.81,2,3,1.76,17,condominium,no,no,1799000
,58.15,4,6,0.12,60,condominium,yes,yes,869000
,71.6,1,4,6.96,3,condominium,yes,no,750000
,80.44,2,3,6.98,0,condominium,yes,yes,1045000
apartmentBuilding,76.2,2,4,3.3,5,condominium,yes,yes,1140000
blockOfFlats,98,1,2,7.6,0,condominium,no,no,1399000
apartmentBuilding,55.32,2,7,0.09,67,condominium,yes,yes,1299000
blockOfFlats,76.64,4,5,2.81,4,condominium,yes,yes,1120000
blockOfFlats,44.83,3,4,0.5,21,condominium,yes,yes,849000
apartmentBuilding,65.57,4,4,0.5,21,condominium,yes,yes,1390000
apartmentBuilding,98,2,2,6.12,1,condominium,yes,no,1459000
blockOfFlats,60.01,3,3,6.01,0,condominium,yes,no,599000
blockOfFlats,98,2,2,5.81,3,condominium,yes,no,1199000
tenement,120,1,1,1.53,2,condominium,no,no,1150000
tenement,72,1,1,1.53,2,condominium,no,no,1150000
apartmentBuilding,84.3,,3,4.7,14,condominium,no,yes,2406329
,37,,4,0.89,58,condominium,no,no,599000
,80,,1,6.84,0,condominium,no,no,1125000
,71,2,3,6.87,0,condominium,yes,no,899000
blockOfFlats,63,2,4,3.94,0,condominium,yes,no,566100
,121.7,,1,6.2,1,condominium,yes,no,2350000
blockOfFlats,47,1,10,3.02,8,condominium,yes,yes,537000
blockOfFlats,59.34,5,5,0.74,21,cooperative,no,yes,569000
blockOfFlats,44,,4,5.37,0,condominium,no,no,480000
,90,1,2,7.71,0,condominium,yes,no,790000
blockOfFlats,62.33,2,4,0.5,21,condominium,yes,yes,1170000
apartmentBuilding,60.8,3,3,7.37,0,condominium,yes,yes,780000
,46.3,9,10,5.17,0,condominium,yes,yes,549000
blockOfFlats,56.21,10,10,6.78,0,condominium,yes,yes,505000
apartmentBuilding,38.08,4,16,3.25,10,condominium,yes,yes,499000
blockOfFlats,87,6,6,5.3,1,condominium,yes,yes,1650000
tenement,127.5,4,5,1.46,30,condominium,yes,yes,1657500
blockOfFlats,46,4,4,4.19,0,condominium,yes,no,420000
blockOfFlats,63,2,3,7.46,0,condominium,yes,no,629000
blockOfFlats,50,,3,7.7,0,condominium,no,no,585000
blockOfFlats,46.6,7,10,3.26,11,condominium,yes,yes,950000
blockOfFlats,81.2,3,3,7.34,0,condominium,yes,no,850000
,115,,1,5.74,3,condominium,yes,no,2599000
blockOfFlats,40,3,4,3.11,4,cooperative,yes,no,480000
,67.3,1,7,2.85,11,condominium,yes,no,1043000
,32.02,2,4,0.45,68,condominium,no,no,650000
,50.12,4,4,5.88,4,condominium,yes,no,550000
blockOfFlats,65.4,1,3,7.22,0,condominium,yes,no,648000
,53.8,2,10,5.37,0,condominium,yes,no,639000
blockOfFlats,44,11,11,3.55,0,condominium,no,yes,450000
,49,3,3,6.86,0,condominium,yes,no,680000
apartmentBuilding,113,2,3,6.87,0,condominium,yes,yes,1749000
apartmentBuilding,65,2,2,7.18,0,condominium,yes,no,799000
blockOfFlats,81.93,7,7,0.38,34,condominium,yes,yes,1600000
blockOfFlats,53,,10,6,7,condominium,yes,yes,679000
blockOfFlats,80.14,3,3,6.92,4,condominium,yes,no,779000
blockOfFlats,104.23,6,6,3.19,12,condominium,yes,yes,1560000
,47.55,9,9,1.14,30,condominium,no,yes,593000
,68.16,,4,1.23,42,condominium,no,,1200000
tenement,100,5,5,1.68,12,condominium,yes,yes,2700000
,90,2,3,6.03,1,condominium,no,no,1620000
blockOfFlats,53.1,8,15,5.51,0,condominium,yes,yes,600000
,35,5,5,0.3,42,condominium,no,no,647500
blockOfFlats,48.8,1,4,6.19,11,condominium,yes,no,475000
blockOfFlats,36.9,1,4,2.84,3,condominium,no,no,489000
blockOfFlats,40.49,2,3,6.76,0,condominium,yes,yes,620000
blockOfFlats,54.1,7,10,4.56,1,condominium,yes,yes,585000
,50.61,4,4,1.85,15,condominium,no,,649900
apartmentBuilding,76,2,6,0.81,10,condominium,no,yes,1279000
blockOfFlats,46,4,4,3.61,0,condominium,yes,no,420000
,46.7,3,4,1.85,15,condominium,no,no,597000
,46.7,3,4,1.85,15,condominium,no,no,597000
,52,,4,3.33,7,condominium,no,,685000
,52,1,4,3.4,8,condominium,no,,685000
,40.5,2,3,7.1,0,condominium,yes,no,620000
tenement,58,4,5,1.58,9,condominium,no,yes,1150000
tenement,53.2,2,2,3.21,0,condominium,no,no,499000
apartmentBuilding,112.4,4,4,3.03,9,condominium,yes,yes,2200000
,60,3,3,1.27,25,condominium,yes,no,849000
,53.8,2,10,5.37,0,condominium,yes,no,639000
blockOfFlats,90,1,3,7.67,0,condominium,yes,no,790000
blockOfFlats,68.37,3,3,1.86,15,condominium,yes,no,890000
apartmentBuilding,61,5,6,5.3,1,condominium,yes,yes,1030000
blockOfFlats,47,10,10,1.67,11,condominium,yes,yes,889000
apartmentBuilding,38.94,3,5,0.47,24,condominium,yes,yes,790000
,101.5,5,5,3,8,condominium,no,no,1133000
blockOfFlats,112.7,1,3,6.94,0,condominium,yes,no,1337000
blockOfFlats,42.15,2,3,4.63,0,cooperative,yes,no,409000
blockOfFlats,57.85,3,3,6.85,0,condominium,yes,no,600000
,89,2,3,6.28,3,condominium,yes,no,1200000
blockOfFlats,37,2,10,4.74,0,condominium,no,yes,469000
blockOfFlats,43.48,2,4,5.98,0,condominium,yes,yes,559000
blockOfFlats,53,2,4,5.53,0,condominium,yes,no,629000
blockOfFlats,72.6,6,6,4.07,7,cooperative,no,yes,669000
blockOfFlats,56,4,4,4.97,0,condominium,yes,no,549000
blockOfFlats,40.14,6,10,5.48,0,condominium,yes,yes,409000
blockOfFlats,57.85,3,3,6.85,0,condominium,yes,no,600000
,45.64,9,10,3.66,7,condominium,yes,yes,456354
blockOfFlats,59.4,2,4,6.34,7,condominium,yes,no,639000
blockOfFlats,45.3,2,4,6.67,0,condominium,yes,no,475000
blockOfFlats,48.7,,10,1.57,18,condominium,yes,yes,679000
apartmentBuilding,102.8,4,4,5.14,1,condominium,yes,yes,1680000
,32,2,4,6.77,5,condominium,yes,no,447000
tenement,72.13,1,4,0.13,66,condominium,no,no,969000
blockOfFlats,57.85,3,3,6.87,0,condominium,yes,no,600000
apartmentBuilding,25.64,2,5,0.5,21,condominium,yes,yes,675000
apartmentBuilding,71,,6,5.22,1,condominium,no,yes,1100000
blockOfFlats,55.44,4,6,2.76,7,condominium,yes,yes,760000
tenement,48.64,4,4,0.04,64,condominium,no,no,757000
tenement,100,,3,1.38,14,condominium,no,no,1335000
apartmentBuilding,65,,1,6.41,0,condominium,yes,no,1250000
blockOfFlats,45,2,4,5.88,0,cooperative,yes,no,475000
blockOfFlats,68.8,3,4,7.5,0,condominium,yes,no,630000
blockOfFlats,42,2,3,5.82,3,condominium,yes,yes,729000
blockOfFlats,53.44,1,1,2.11,14,condominium,no,no,604200
,49.1,4,4,3.72,3,condominium,yes,no,499999
blockOfFlats,53,4,10,5.18,0,condominium,yes,yes,495000
apartmentBuilding,52.2,,3,5.56,2,condominium,yes,yes,829000
blockOfFlats,43.5,1,3,7.33,0,condominium,no,no,410000
,26.68,2,10,1.88,8,condominium,no,no,495000
blockOfFlats,53,3,4,4.15,0,condominium,yes,no,579000
,42,4,4,4.56,1,condominium,yes,no,420000
blockOfFlats,49.3,4,4,3.58,4,condominium,yes,no,499000
,65.23,4,4,4.99,0,condominium,yes,no,830000
blockOfFlats,47,5,10,3,8,condominium,yes,no,659000
blockOfFlats,38,7,10,0.98,10,condominium,no,no,639000
,41.5,1,3,6.75,7,condominium,yes,no,475000
,92,3,5,0.37,48,condominium,yes,yes,1799000
blockOfFlats,40.5,2,3,6.99,0,condominium,yes,yes,620000
,102.8,2,3,6.94,3,condominium,yes,no,953000
blockOfFlats,53.44,1,1,2.29,11,condominium,no,no,604200
,140,2,2,5.89,3,condominium,yes,no,2050000
apartmentBuilding,49.5,5,17,0.52,58,condominium,no,yes,1467000
apartmentBuilding,64,7,17,0.52,58,condominium,no,yes,1897000
,41.23,3,6,0.53,68,condominium,yes,yes,638000
blockOfFlats,89.39,1,2,7.67,0,condominium,yes,no,790000
apartmentBuilding,56.5,1,4,5.55,0,condominium,yes,no,536750
,34,3,4,2.1,10,condominium,no,,535000
,60,3,4,5.88,7,condominium,yes,no,600000
blockOfFlats,83.14,,3,8.27,0,condominium,no,yes,999000
blockOfFlats,89.9,3,3,7.08,0,condominium,yes,no,890000
,53.4,2,4,8.2,0,condominium,yes,yes,629000
,37.08,11,11,5.29,0,condominium,no,yes,487000
apartmentBuilding,80.4,2,2,2.89,0,condominium,yes,yes,1129000
blockOfFlats,44,3,4,5.62,0,cooperative,yes,no,540000
blockOfFlats,67,3,4,5.88,7,condominium,yes,no,600000
,42,4,4,4.62,1,condominium,yes,no,420000
blockOfFlats,45.6,4,4,2.89,8,condominium,no,,542400
blockOfFlats,60,4,4,7.66,0,condominium,yes,no,649000
,59.4,1,4,6.16,10,condominium,no,no,640000
blockOfFlats,45.3,1,10,5.43,0,condominium,no,yes,415000
tenement,35.77,3,5,0.54,70,condominium,yes,no,550000
,87.04,4,4,0.13,70,condominium,no,no,1299000
tenement,59.62,,3,0.72,13,condominium,no,no,700000
,53.44,1,1,2.26,12,condominium,no,no,604200
blockOfFlats,38,3,10,4.47,2,condominium,yes,yes,475000
tenement,49.4,,4,0.6,21,condominium,no,no,675000
tenement,64.57,1,5,0.68,23,condominium,yes,no,970000
,92,2,2,5.51,3,condominium,yes,no,1200000
blockOfFlats,66.3,,3,7.21,0,condominium,no,no,625000
,36.9,,4,2.93,3,condominium,no,,430000
,56,6,6,1.48,4,condominium,yes,yes,1399000
,98,3,3,8.43,0,condominium,yes,no,1199000
,56,6,6,1.48,4,condominium,yes,yes,1399000
apartmentBuilding,74.77,,4,5.35,1,condominium,no,yes,950000
,63,4,4,4.19,0,condominium,yes,no,525000
blockOfFlats,53,1,10,6.26,0,condominium,yes,yes,540000
blockOfFlats,45.31,2,17,0.04,64,condominium,yes,yes,918000
blockOfFlats,43.93,8,17,0.56,13,condominium,no,yes,1142400
blockOfFlats,55.74,1,17,0.56,13,condominium,yes,yes,1065900
blockOfFlats,54.96,7,17,0.56,13,condominium,yes,yes,1224000
blockOfFlats,49.7,1,5,7.23,0,condominium,no,yes,600000
blockOfFlats,59.39,,8,5.71,0,condominium,yes,no,580000
